,location,size,total_sqft,bath,price,bhk,price_per_sqrt
3121,Nehru Nagar,3 BHK,1674.0,3.0,90.0,3,5376.344086021505
3122,Nehru Nagar,3 BHK,1269.0,2.0,63.0,3,4964.5390070921985
3123,Nehru Nagar,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
3124,Nehru Nagar,3 BHK,1674.0,3.0,81.0,3,4838.709677419355
3125,OMBR Layout,3 BHK,2420.0,3.0,185.0,3,7644.628099173554
3126,OMBR Layout,2 BHK,1078.0,2.0,65.0,2,6029.684601113173
3127,OMBR Layout,2 BHK,1101.0,2.0,65.5,2,5949.13714804723
3128,OMBR Layout,2 BHK,1041.0,2.0,65.5,2,6292.026897214217
3129,OMBR Layout,2 BHK,1300.0,2.0,80.0,2,6153.846153846154
3130,OMBR Layout,2 BHK,1085.0,2.0,64.0,2,5898.617511520737
3131,OMBR Layout,3 BHK,1855.0,3.0,145.0,3,7816.711590296496
3132,OMBR Layout,2 BHK,1165.0,2.0,88.5,2,7596.56652360515
3133,OMBR Layout,2 BHK,1101.0,2.0,66.0,2,5994.550408719346
3134,OMBR Layout,4 BHK,3400.0,4.0,275.0,4,8088.235294117647
3135,Old Airport Road,4 BHK,2732.0,4.0,204.0,4,7467.0571010248905
3136,Old Airport Road,4 BHK,3356.0,4.0,251.0,4,7479.141835518474
3137,Old Airport Road,4 BHK,2774.0,4.0,207.0,4,7462.148521989906
3138,Old Airport Road,4 BHK,2690.0,4.0,191.0,4,7100.371747211896
3139,Old Airport Road,4 BHK,2690.0,4.0,199.0,4,7397.769516728625
3140,Old Airport Road,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
3141,Old Airport Road,4 BHK,2690.0,4.0,191.0,4,7100.371747211896
3142,Old Airport Road,4 BHK,2658.0,5.0,187.0,4,7035.364936042137
3143,Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
3144,Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
3145,Old Airport Road,4 BHK,2690.0,4.0,201.0,4,7472.118959107806
3146,Old Airport Road,2 BHK,1145.0,2.0,75.0,2,6550.218340611354
3147,Old Airport Road,4 BHK,2732.0,4.0,194.0,4,7101.024890190337
3148,Old Airport Road,4 BHK,2658.0,5.0,189.0,4,7110.609480812641
3149,Old Airport Road,4 BHK,2774.0,4.0,197.0,4,7101.658255227109
3150,Old Airport Road,4 BHK,3496.0,4.0,262.0,4,7494.279176201373
3151,Old Airport Road,4 BHK,2774.0,4.0,197.0,4,7101.658255227109
3152,Old Airport Road,4 BHK,2732.0,4.0,204.0,4,7467.0571010248905
3153,Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
3154,Old Airport Road,2 BHK,1184.0,2.0,78.0,2,6587.8378378378375
3155,Old Airport Road,4 BHK,3504.0,4.0,262.0,4,7477.16894977169
3156,Old Airport Road,2 BHK,1055.0,2.0,75.0,2,7109.004739336493
3157,Old Madras Road,3 BHK,1425.0,2.0,94.0,3,6596.491228070176
3158,Old Madras Road,4 BHK,3715.0,6.0,224.5,4,6043.06864064603
3160,Old Madras Road,2 BHK,1200.0,2.0,72.0,2,6000.0
3161,Old Madras Road,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
3163,Old Madras Road,2 BHK,1171.0,2.0,75.0,2,6404.782237403928
3164,Old Madras Road,5 BHK,4500.0,7.0,294.0,5,6533.333333333333
3165,Old Madras Road,4 BHK,2010.0,3.0,125.0,4,6218.905472636816
3167,Old Madras Road,2 BHK,1210.0,2.0,74.0,2,6115.702479338843
3168,Old Madras Road,2 BHK,1171.0,2.0,72.0,2,6148.590947907771
3169,Old Madras Road,3 BHK,1480.0,3.0,95.0,3,6418.918918918919
3170,Old Madras Road,2 BHK,1210.0,2.0,80.0,2,6611.570247933884
3171,Old Madras Road,3 BHK,1859.0,3.0,121.0,3,6508.87573964497
3174,Old Madras Road,2 BHK,1210.0,2.0,80.0,2,6611.570247933884
3175,Old Madras Road,2 BHK,1210.0,2.0,77.0,2,6363.636363636364
3176,Old Madras Road,5 BHK,5020.0,7.0,287.0,5,5717.131474103586
3177,Old Madras Road,2 BHK,1330.0,2.0,74.0,2,5563.909774436091
3181,Old Madras Road,2 BHK,1171.0,2.0,73.0,2,6233.98804440649
3182,Old Madras Road,2 BHK,2640.0,2.0,170.0,2,6439.393939393939
3183,Padmanabhanagar,2 BHK,1020.0,2.0,63.0,2,6176.470588235294
3184,Padmanabhanagar,2 BHK,1176.0,2.0,62.0,2,5272.108843537415
3185,Padmanabhanagar,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
3186,Padmanabhanagar,4 Bedroom,3400.0,3.0,210.0,4,6176.470588235294
3187,Padmanabhanagar,3 Bedroom,4500.0,4.0,360.0,3,8000.0
3188,Padmanabhanagar,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
3189,Padmanabhanagar,3 BHK,2051.0,3.0,170.0,3,8288.639687957095
3190,Pai Layout,2 BHK,1050.0,2.0,40.0,2,3809.5238095238096
3191,Pai Layout,3 BHK,1400.0,2.0,67.0,3,4785.714285714285
3192,Pai Layout,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
3193,Pai Layout,2 BHK,1400.0,2.0,57.5,2,4107.142857142857
3194,Pai Layout,2 BHK,1175.0,2.0,60.0,2,5106.382978723404
3195,Pai Layout,2 BHK,810.0,2.0,34.5,2,4259.259259259259
3196,Pai Layout,2 BHK,1000.0,2.0,42.0,2,4200.0
3197,Pai Layout,6 Bedroom,3800.0,6.0,175.0,6,4605.263157894737
3198,Pai Layout,2 BHK,1068.0,2.0,48.0,2,4494.38202247191
3200,Panathur,2 BHK,1359.0,2.0,87.0,2,6401.766004415011
3201,Panathur,2 BHK,1198.0,2.0,77.0,2,6427.378964941569
3202,Panathur,2 BHK,1180.0,2.0,70.0,2,5932.203389830508
3203,Panathur,3 BHK,1546.0,3.0,99.0,3,6403.622250970246
3204,Panathur,2 BHK,1000.0,2.0,65.3,2,6530.0
3205,Panathur,2 BHK,1109.0,2.0,63.0,2,5680.793507664563
3206,Panathur,2 BHK,1255.0,2.0,79.0,2,6294.820717131474
3207,Panathur,2 BHK,1210.0,2.0,80.0,2,6611.570247933884
3208,Panathur,2 BHK,1210.0,2.0,77.0,2,6363.636363636364
3209,Panathur,1 BHK,661.0,1.0,40.0,1,6051.437216338881
3210,Panathur,2 BHK,1210.0,2.0,78.0,2,6446.280991735537
3211,Panathur,2 BHK,1050.0,2.0,60.0,2,5714.285714285715
3212,Panathur,2 BHK,1007.0,2.0,64.0,2,6355.511420059583
3213,Panathur,2 BHK,1210.0,2.0,77.93,2,6440.495867768595
3214,Panathur,2 BHK,1230.0,2.0,80.0,2,6504.065040650406
3215,Panathur,2 BHK,980.0,2.0,57.0,2,5816.326530612245
3216,Panathur,2 BHK,1210.0,2.0,69.0,2,5702.479338842975
3217,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
3218,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
3219,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
3220,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
3221,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
3222,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
3223,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
3224,Parappana Agrahara,2 BHK,1092.0,2.0,43.0,2,3937.7289377289376
3225,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
3226,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
3227,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
3228,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
3229,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
3230,Pattandur Agrahara,3 BHK,1550.0,2.0,80.0,3,5161.290322580645
3231,Pattandur Agrahara,2 BHK,1247.0,2.0,59.8,2,4795.50922213312
3232,Pattandur Agrahara,2 BHK,900.0,2.0,42.0,2,4666.666666666667
3233,Pattandur Agrahara,2 BHK,1302.0,2.0,66.0,2,5069.124423963133
3234,Pattandur Agrahara,3 BHK,1550.0,2.0,80.0,3,5161.290322580645
3235,Pattandur Agrahara,2 BHK,1247.0,2.0,62.35,2,5000.0
3236,Pattandur Agrahara,2 BHK,1350.0,2.0,68.0,2,5037.037037037037
3237,Poorna Pragna Layout,2 BHK,920.0,2.0,39.55,2,4298.91304347826
3238,Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,3999.137931034483
3239,Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,3999.137931034483
3240,Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,3999.137931034483
3241,Prithvi Layout,4 Bedroom,2028.0,4.0,162.0,4,7988.165680473373
3242,Prithvi Layout,2 BHK,1352.0,2.0,87.5,2,6471.89349112426
3243,Prithvi Layout,2 BHK,1190.0,2.0,68.0,2,5714.285714285715
3244,Prithvi Layout,2 BHK,1352.0,2.0,85.0,2,6286.98224852071
3245,Prithvi Layout,2 BHK,1352.0,2.0,75.0,2,5547.337278106509
3246,Prithvi Layout,2 BHK,1352.0,3.0,93.0,2,6878.698224852071
3247,R.T. Nagar,2 Bedroom,1200.0,2.0,120.0,2,10000.0
3248,R.T. Nagar,2 BHK,1235.0,2.0,65.0,2,5263.1578947368425
3249,R.T. Nagar,2 BHK,970.0,2.0,55.0,2,5670.103092783505
3250,R.T. Nagar,3 BHK,1560.0,3.0,125.0,3,8012.820512820513
3251,R.T. Nagar,2 Bedroom,1100.0,3.0,125.0,2,11363.636363636364
3252,R.T. Nagar,2 BHK,1150.0,2.0,72.0,2,6260.869565217391
3253,R.T. Nagar,3 Bedroom,1300.0,3.0,145.0,3,11153.846153846154
3254,R.T. Nagar,2 BHK,1100.0,2.0,85.0,2,7727.272727272727
3255,R.T. Nagar,3 BHK,1667.0,3.0,130.0,3,7798.440311937612
3256,Rachenahalli,2 BHK,1050.0,2.0,52.07,2,4959.047619047619
3257,Rachenahalli,2 BHK,1050.0,2.0,55.5,2,5285.714285714285
3258,Rachenahalli,2 BHK,1050.0,2.0,53.5,2,5095.238095238095
3259,Rachenahalli,2 BHK,1220.0,2.0,59.5,2,4877.049180327869
3260,Rachenahalli,2 BHK,1050.0,2.0,52.5,2,5000.0
3261,Rachenahalli,2 BHK,1050.0,2.0,52.1,2,4961.9047619047615
3262,Rachenahalli,2 BHK,1050.0,2.0,53.5,2,5095.238095238095
3263,Rachenahalli,2 BHK,1113.0,2.0,55.0,2,4941.599281221923
3264,Rachenahalli,1 BHK,680.0,1.0,32.64,1,4800.0
3265,Rachenahalli,1 RK,412.5,1.0,19.8,1,4800.0
3266,Rachenahalli,2 BHK,1050.0,2.0,52.5,2,5000.0
3267,Rachenahalli,2 BHK,1050.0,2.0,55.5,2,5285.714285714285
3268,Rachenahalli,2 BHK,985.0,2.0,49.97,2,5073.096446700508
3269,Rachenahalli,2 BHK,1050.0,2.0,52.5,2,5000.0
3270,Rachenahalli,2 BHK,1050.0,2.0,52.08,2,4960.0
3271,Rachenahalli,2 BHK,1050.0,2.0,52.07,2,4959.047619047619
3272,Rachenahalli,2 BHK,1050.0,2.0,52.08,2,4960.0
3273,Rachenahalli,2 BHK,985.0,2.0,49.97,2,5073.096446700508
3274,Rachenahalli,3 BHK,1856.0,3.0,106.0,3,5711.206896551724
3275,Rachenahalli,2 BHK,1050.0,2.0,52.5,2,5000.0
3276,Rachenahalli,2 BHK,985.0,2.0,50.17,2,5093.401015228426
3277,Rachenahalli,2 BHK,985.0,2.0,50.17,2,5093.401015228426
3278,Rachenahalli,2 BHK,1050.0,2.0,52.71,2,5020.0
3279,Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,45.79,2,3999.126637554585
3280,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2,4283.397683397683
3281,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2,4330.979699911739
3282,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2,3853.211009174312
3283,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.39,2,4332.456140350877
3284,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.79,2,4281.657712970069
3285,Raja Rajeshwari Nagar,1 BHK,600.0,1.0,22.0,1,3666.6666666666665
3287,Raja Rajeshwari Nagar,1 BHK,500.0,1.0,25.0,1,5000.0
3288,Raja Rajeshwari Nagar,3 BHK,1610.0,3.0,74.0,3,4596.273291925466
3289,Raja Rajeshwari Nagar,2 BHK,1258.0,2.0,63.53,2,5050.079491255962
3290,Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,53.8,2,4649.956784788245
3291,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,47.39,2,3999.15611814346
3292,Raja Rajeshwari Nagar,2 BHK,1030.0,2.0,50.0,2,4854.368932038835
3293,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.51,2,4306.8561872909695
3294,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,55.91,2,4281.010719754977
3296,Raja Rajeshwari Nagar,3 BHK,1575.0,2.0,78.0,3,4952.380952380952
3298,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.15,2,4276.755852842809
3299,Raja Rajeshwari Nagar,1 BHK,648.0,1.0,31.75,1,4899.691358024691
3300,Raja Rajeshwari Nagar,2 BHK,1100.0,2.0,55.0,2,5000.0
3301,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,43.59,2,3999.0825688073396
3302,Raja Rajeshwari Nagar,2 BHK,1023.0,2.0,42.0,2,4105.571847507332
3303,Raja Rajeshwari Nagar,2 BHK,1070.0,2.0,50.0,2,4672.897196261682
3304,Raja Rajeshwari Nagar,8 Bedroom,4800.0,8.0,225.0,8,4687.5
3305,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2,4325.354609929078
3306,Raja Rajeshwari Nagar,1 BHK,550.0,1.0,21.0,1,3818.181818181818
3307,Raja Rajeshwari Nagar,2 BHK,1210.0,2.0,45.0,2,3719.00826446281
3308,Raja Rajeshwari Nagar,2 BHK,1240.0,2.0,53.27,2,4295.967741935484
3309,Raja Rajeshwari Nagar,3 BHK,1395.0,2.0,72.0,3,5161.290322580645
3310,Raja Rajeshwari Nagar,2 BHK,1165.0,2.0,45.0,2,3862.6609442060085
3311,Raja Rajeshwari Nagar,2 BHK,1095.0,2.0,38.33,2,3500.4566210045664
3313,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.27,2,4321.929824561404
3314,Raja Rajeshwari Nagar,2 BHK,1095.0,2.0,38.33,2,3500.4566210045664
3315,Raja Rajeshwari Nagar,3 BHK,1280.0,3.0,57.6,3,4500.0
3316,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.79,2,4281.657712970069
3317,Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,49.0,2,4257.167680278019
3318,Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,54.35,2,4289.6606156274665
3319,Raja Rajeshwari Nagar,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
3320,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,40.0,2,3546.099290780142
3321,Raja Rajeshwari Nagar,2 BHK,1060.0,2.0,48.0,2,4528.301886792453
3322,Raja Rajeshwari Nagar,6 Bedroom,3900.0,6.0,195.0,6,5000.0
3323,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2,4325.354609929078
3324,Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,50.0,2,4273.504273504273
3325,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,51.15,2,4316.455696202532
3326,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,53.87,2,4292.4302788844625
3327,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,60.42,2,4257.928118393234
3329,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,48.7,2,4271.929824561404
3330,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2,4283.397683397683
3331,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,40.0,2,3530.45013239188
3332,Raja Rajeshwari Nagar,2 BHK,1110.0,2.0,52.0,2,4684.684684684685
3333,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,51.15,2,4316.455696202532
3336,Raja Rajeshwari Nagar,3 BHK,1587.0,3.0,73.8,3,4650.283553875236
3337,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2,4283.397683397683
3338,Raja Rajeshwari Nagar,3 BHK,1450.0,2.0,67.0,3,4620.689655172414
3339,Raja Rajeshwari Nagar,2 BHK,945.0,2.0,45.0,2,4761.9047619047615
3340,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.78,2,4280.890253261704
3341,Raja Rajeshwari Nagar,3 BHK,1700.0,2.0,86.0,3,5058.823529411765
3342,Raja Rajeshwari Nagar,2 BHK,1270.0,2.0,62.0,2,4881.889763779527
3343,Raja Rajeshwari Nagar,3 BHK,1260.0,2.0,62.0,3,4920.6349206349205
3345,Raja Rajeshwari Nagar,2 BHK,1050.0,2.0,37.0,2,3523.809523809524
3346,Raja Rajeshwari Nagar,2 BHK,1000.0,2.0,50.0,2,5000.0
3350,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,44.0,2,3859.6491228070176
3351,Raja Rajeshwari Nagar,8 Bedroom,6000.0,8.0,215.0,8,3583.3333333333335
3352,Raja Rajeshwari Nagar,1 BHK,510.0,1.0,22.0,1,4313.725490196079
3354,Rajaji Nagar,3 BHK,2390.0,3.0,410.0,3,17154.81171548117
3355,Rajaji Nagar,4 BHK,3516.0,4.0,540.0,4,15358.361774744028
3356,Rajaji Nagar,4 BHK,3526.0,4.0,558.0,4,15825.2977878616
3360,Rajaji Nagar,2 BHK,1718.0,3.0,288.0,2,16763.678696158324
3363,Rajaji Nagar,2 Bedroom,1160.0,1.0,163.0,2,14051.724137931034
3364,Rajaji Nagar,3 BHK,2448.0,3.0,400.0,3,16339.869281045752
3367,Rajaji Nagar,4 BHK,3526.0,4.0,598.0,4,16959.727736812252
3368,Rajaji Nagar,3 BHK,2300.0,3.0,369.0,3,16043.478260869566
3370,Rajaji Nagar,3 BHK,2559.0,3.0,403.0,3,15748.339194998047
3372,Rajaji Nagar,2 BHK,1763.0,3.0,262.0,2,14861.032331253546
3373,Rajaji Nagar,3 BHK,2533.0,3.0,425.0,3,16778.523489932886
3374,Rajaji Nagar,2 Bedroom,432.0,2.0,65.0,2,15046.296296296296
3375,Rajaji Nagar,3 BHK,1640.0,3.0,262.0,3,15975.609756097561
3376,Rajaji Nagar,2 Bedroom,1200.0,1.0,200.0,2,16666.666666666668
3377,Rajaji Nagar,3 BHK,2367.0,3.0,375.0,3,15842.839036755386
3378,Rajaji Nagar,4 Bedroom,2440.0,2.0,415.0,4,17008.196721311477
3380,Rajaji Nagar,3 BHK,1640.0,3.0,268.0,3,16341.463414634147
3382,Rajaji Nagar,4 Bedroom,1350.0,4.0,230.0,4,17037.037037037036
3383,Rajaji Nagar,5 Bedroom,2400.0,5.0,408.0,5,17000.0
3384,Rajaji Nagar,3 BHK,2390.0,3.0,372.0,3,15564.853556485356
3385,Rajaji Nagar,3 BHK,2415.0,3.0,399.0,3,16521.739130434784
3386,Rajaji Nagar,8 Bedroom,1200.0,10.0,180.0,8,15000.0
3387,Rajaji Nagar,2 BHK,1718.0,3.0,275.0,2,16006.9848661234
3388,Rajaji Nagar,2 BHK,1763.0,3.0,240.0,2,13613.159387407828
3389,Rajaji Nagar,3 BHK,2409.0,3.0,395.0,3,16396.84516396845
3390,Rajaji Nagar,2 Bedroom,1314.0,2.0,225.0,2,17123.287671232876
3392,Rajiv Nagar,4 BHK,2340.0,4.0,148.0,4,6324.786324786325
3393,Rajiv Nagar,2 BHK,1330.0,2.0,93.0,2,6992.481203007519
3394,Rajiv Nagar,2 BHK,1309.0,2.0,80.0,2,6111.535523300229
3395,Rajiv Nagar,4 BHK,2340.0,4.0,145.0,4,6196.581196581196
3396,Rajiv Nagar,4 BHK,2340.0,5.0,160.0,4,6837.606837606838
3397,Ramagondanahalli,2 BHK,1151.0,2.0,48.77,2,4237.185056472633
3398,Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2,4213.765182186235
3399,Ramagondanahalli,3 BHK,1610.0,2.0,111.0,3,6894.409937888198
3400,Ramagondanahalli,1 Bedroom,540.0,1.0,30.0,1,5555.555555555556
3401,Ramagondanahalli,2 BHK,1215.0,2.0,51.26,2,4218.930041152264
3402,Ramagondanahalli,3 BHK,2257.0,4.0,157.0,3,6956.136464333185
3403,Ramagondanahalli,2 BHK,1253.0,2.0,52.66,2,4202.713487629689
3404,Ramagondanahalli,2 BHK,1151.0,2.0,50.5,2,4387.489139878367
3405,Ramagondanahalli,3 BHK,2257.0,3.0,159.0,3,7044.749667700487
3406,Ramagondanahalli,2 BHK,1251.0,2.0,53.0,2,4236.610711430855
3407,Ramagondanahalli,2 Bedroom,845.0,2.0,45.82,2,5422.485207100592
3408,Ramagondanahalli,3 BHK,2040.0,3.0,114.0,3,5588.235294117647
3409,Ramagondanahalli,3 BHK,1610.0,2.0,112.0,3,6956.521739130435
3411,Ramagondanahalli,2 BHK,1125.0,2.0,75.0,2,6666.666666666667
3412,Ramagondanahalli,3 BHK,2257.0,3.0,155.0,3,6867.523260965884
3413,Ramagondanahalli,3 BHK,1500.0,3.0,100.0,3,6666.666666666667
3414,Ramagondanahalli,3 BHK,1910.0,3.0,131.0,3,6858.638743455497
3415,Ramamurthy Nagar,4 Bedroom,3700.0,4.0,225.0,4,6081.081081081081
3416,Ramamurthy Nagar,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
3417,Ramamurthy Nagar,2 Bedroom,1200.0,3.0,72.0,2,6000.0
3418,Ramamurthy Nagar,1 BHK,360.0,1.0,26.0,1,7222.222222222223
3419,Ramamurthy Nagar,2 BHK,950.0,2.0,50.79,2,5346.315789473684
3420,Ramamurthy Nagar,3 Bedroom,1200.0,2.0,66.0,3,5500.0
3421,Ramamurthy Nagar,3 BHK,1525.0,3.0,100.0,3,6557.377049180328
3422,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,80.0,2,6666.666666666667
3423,Ramamurthy Nagar,2 Bedroom,1100.0,2.0,68.0,2,6181.818181818182
3424,Ramamurthy Nagar,2 BHK,1170.0,2.0,46.8,2,4000.0
3425,Ramamurthy Nagar,2 BHK,1150.0,2.0,51.0,2,4434.782608695652
3426,Ramamurthy Nagar,2 BHK,1200.0,2.0,48.0,2,4000.0
3427,Ramamurthy Nagar,2 Bedroom,1110.0,2.0,65.0,2,5855.855855855856
3428,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,78.0,2,6500.0
3429,Ramamurthy Nagar,1 Bedroom,600.0,1.0,43.0,1,7166.666666666667
3430,Ramamurthy Nagar,2 Bedroom,1006.0,2.0,57.0,2,5666.003976143141
3431,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,76.0,2,6333.333333333333
3432,Ramamurthy Nagar,2 BHK,700.0,2.0,33.0,2,4714.285714285715
3433,Ramamurthy Nagar,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
3434,Ramamurthy Nagar,2 BHK,1000.0,2.0,62.0,2,6200.0
3435,Ramamurthy Nagar,2 BHK,1334.0,2.0,67.0,2,5022.488755622189
3436,Ramamurthy Nagar,2 BHK,1200.0,2.0,57.9,2,4825.0
3437,Ramamurthy Nagar,4 Bedroom,2200.0,4.0,130.0,4,5909.090909090909
3438,Ramamurthy Nagar,2 BHK,1050.0,2.0,51.66,2,4920.0
3439,Ramamurthy Nagar,3 Bedroom,2316.0,3.0,125.0,3,5397.2366148531955
3440,Ramamurthy Nagar,2 BHK,1101.0,2.0,50.0,2,4541.326067211626
3441,Ramamurthy Nagar,2 BHK,935.0,2.0,39.0,2,4171.122994652406
3442,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,68.0,2,5666.666666666667
3443,Ramamurthy Nagar,1 Bedroom,540.0,1.0,35.0,1,6481.481481481482
3444,Rayasandra,3 BHK,1314.0,2.0,63.0,3,4794.520547945205
3445,Rayasandra,3 BHK,1639.0,3.0,83.0,3,5064.063453325199
3446,Rayasandra,2 BHK,1065.0,2.0,44.95,2,4220.657276995305
3447,Rayasandra,3 BHK,1708.0,3.0,75.0,3,4391.100702576113
3448,Rayasandra,3 BHK,1577.0,3.0,67.0,3,4248.57324032974
3449,Rayasandra,2 BHK,1253.0,2.0,57.0,2,4549.082202713487
3450,Rayasandra,1 BHK,583.0,1.0,26.9,1,4614.065180102916
3451,Rayasandra,2 BHK,1198.0,2.0,54.0,2,4507.512520868114
3452,Rayasandra,3 BHK,1555.0,3.0,75.17,3,4834.083601286174
3453,Rayasandra,3 BHK,1179.0,2.0,55.0,3,4664.970313825275
3454,Rayasandra,3 BHK,1601.0,3.0,70.0,3,4372.2673329169265
3455,Rayasandra,1 BHK,470.0,1.0,21.0,1,4468.085106382979
3456,Rayasandra,3 BHK,1357.0,2.0,59.0,3,4347.826086956522
3457,Sahakara Nagar,3 BHK,1500.0,2.0,95.0,3,6333.333333333333
3458,Sahakara Nagar,2 BHK,1100.0,2.0,56.0,2,5090.909090909091
3459,Sahakara Nagar,3 BHK,1100.0,2.0,75.0,3,6818.181818181818
3460,Sahakara Nagar,3 BHK,1655.0,3.0,115.0,3,6948.640483383686
3461,Sahakara Nagar,2 BHK,1150.0,2.0,54.0,2,4695.652173913043
3462,Sahakara Nagar,2 BHK,1270.0,2.0,69.85,2,5499.999999999999
3463,Sahakara Nagar,2 BHK,960.0,2.0,56.0,2,5833.333333333333
3464,Sahakara Nagar,2 BHK,1048.0,2.0,50.0,2,4770.992366412213
3465,Sahakara Nagar,2 BHK,1160.0,2.0,55.0,2,4741.379310344828
3466,Sahakara Nagar,3 BHK,1200.0,2.0,75.0,3,6250.0
3467,Sahakara Nagar,2 BHK,1100.0,2.0,55.0,2,5000.0
3468,Sahakara Nagar,2 BHK,1000.0,2.0,60.0,2,6000.0
3469,Sahakara Nagar,3 BHK,1370.0,2.0,90.0,3,6569.343065693431
3470,Sahakara Nagar,2 BHK,1100.0,2.0,55.0,2,5000.0
3471,Sahakara Nagar,3 BHK,1100.0,2.0,75.0,3,6818.181818181818
3472,Sahakara Nagar,2 BHK,1180.0,2.0,72.0,2,6101.6949152542375
3473,Sahakara Nagar,2 BHK,1200.0,2.0,60.0,2,5000.0
3474,Sahakara Nagar,2 BHK,1270.0,2.0,96.0,2,7559.055118110236
3475,Sahakara Nagar,2 BHK,1201.0,2.0,80.0,2,6661.1157368859285
3476,Sahakara Nagar,2 BHK,1291.0,2.0,72.3,2,5600.309837335399
3477,Sanjay nagar,2 BHK,1000.0,2.0,70.0,2,7000.0
3478,Sanjay nagar,2 BHK,1100.0,2.0,98.0,2,8909.09090909091
3479,Sanjay nagar,2 BHK,1150.0,2.0,72.2,2,6278.260869565217
3480,Sanjay nagar,5 BHK,3300.0,3.0,250.0,5,7575.757575757576
3481,Sanjay nagar,2 BHK,1575.0,2.0,90.0,2,5714.285714285715
3482,Sanjay nagar,2 BHK,960.0,2.0,55.0,2,5729.166666666667
3483,Sanjay nagar,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
3484,Sanjay nagar,2 BHK,1180.0,2.0,80.0,2,6779.661016949152
3485,Sarakki Nagar,3 BHK,2121.0,4.0,253.0,3,11928.335690711929
3486,Sarakki Nagar,3 BHK,2289.0,3.0,260.0,3,11358.671909130624
